"","AREA","INT_SQFT","DIST_MAINROAD","N_BEDROOM","N_BATHROOM","N_ROOM","SALE_COND","PARK_FACIL","BUILDTYPE","UTILITY_AVAIL","STREET","MZZONE","QS_OVERALL","COMMIS","SALES_PRICE","total_yrs","avg_sqft","oth_chgs","bin_insq","bin_dist","bin_ttl_yrs","ARBT","INBT","TRBT","BRBT","Chrompet.2","Karapakkam.2","Adyar.3","Chrompet.3","Karapakkam.3","KK Nagar.3","Adyar.4","Anna Nagar.4","Chrompet.4","Karapakkam.4","KK Nagar.4","T Nagar.4","Velachery.4","Anna Nagar.5","KK Nagar.5","T Nagar.5","Velachery.5","KK Nagar.6","2.2","3.2","1.3","2.3","3.3","1.4","2.4","3.4","1.5","2.5","3.5","2.6","3.6"
"5968","Chrompet",923,7,1,1,3,"Normal Sale","Yes","House","ELO","NoAccess","RL",2.8,122906,7681650,14235,307.666666666667,2127818,"1","1","2","Chrompet.House","House.1","House.3","House.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1476","Velachery",1749,181,2,1,4,"Normal Sale","Yes","Others","AllPub","Paved","RM",4.18,111627,12403030,3285,437.25,3906954,"3","4","1","Velachery.Others","Others.3","Others.4","Others.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"541","KK Nagar",1301,103,1,1,3,"AbNormal","Yes","Others","AllPub","Gravel","RH",2.92,232212,9675500,5110,433.666666666667,3367074,"2","3","1","KK Nagar.Others","Others.2","Others.3","Others.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3485","Velachery",1642,87,2,1,4,"AdjLand","No","Commercial","NoSeWa","Gravel","RM",3.24,107383,15340410,10220,410.5,5629927,"3","2","2","Velachery.Commercial","Commercial.3","Commercial.4","Commercial.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"5813","KK Nagar",2496,88,4,2,6,"AbNormal","Yes","Commercial","AllPub","Gravel","RL",3.9,182080,20231160,10220,416,6190732,"4","2","2","KK Nagar.Commercial","Commercial.4","Commercial.6","Commercial.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"536","Chrompet",1225,72,2,1,4,"AbNormal","Yes","House","NoSeWa","NoAccess","RL",4,48403,9680500,2190,306.25,2749267,"2","2","1","Chrompet.House","House.2","House.4","House.2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"596","Anna Nagar",1505,79,1,1,4,"Normal Sale","No","House","ELO","NoAccess","RH",3.3,144456,9630420,7665,376.25,2311305,"3","2","2","Anna Nagar.House","House.3","House.4","House.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"6499","Chrompet",838,136,1,1,3,"Family","Yes","House","ELO","Paved","RM",3.64,121650,8689250,11315,279.333333333333,2624154,"1","3","2","Chrompet.House","House.1","House.3","House.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1428","Velachery",1994,87,3,2,5,"Normal Sale","No","House","NoSeWa","NoAccess","I",3.33,92146,8376880,10585,398.8,2881651,"3","2","2","Velachery.House","House.3","House.5","House.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"4422","Anna Nagar",1781,153,1,1,4,"AbNormal","Yes","Others","NoSeWa","Gravel","RH",3.135,139486,13948580,9125,445.25,3654526,"3","4","2","Anna Nagar.Others","Others.3","Others.4","Others.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3211","Adyar",991,133,1,1,3,"Partial","Yes","Commercial","AllPub","Paved","RM",4.07,13747,13746840,13140,330.333333333333,4096561,"1","3","2","Adyar.Commercial","Commercial.1","Commercial.3","Commercial.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3768","Adyar",819,44,1,1,3,"Family","No","Commercial","NoSeWa","NoAccess","RM",3.29,21138,10569040,13140,273,3825996,"1","1","2","Adyar.Commercial","Commercial.1","Commercial.3","Commercial.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"4173","Chrompet",811,39,1,1,3,"AdjLand","No","Commercial","ELO","Paved","RM",3.1,163351,10890050,14235,270.333333333333,3103669,"1","1","2","Chrompet.Commercial","Commercial.1","Commercial.3","Commercial.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"4440","Chrompet",894,1,1,1,3,"AbNormal","Yes","House","ELO","NoAccess","RM",3.03,42905,8580950,6205,298,2359766,"1","1","1","Chrompet.House","House.1","House.3","House.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2945","Chrompet",1187,1,1,1,3,"Family","Yes","Others","NoSewr ","Paved","RH",3.27,107831,9802790,7300,395.666666666667,2666360,"2","1","1","Chrompet.Others","Others.2","Others.3","Others.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1355","KK Nagar",1479,199,2,1,4,"Family","No","House","AllPub","Gravel","RH",3.28,186904,8495640,8030,369.75,3321793,"2","4","2","KK Nagar.House","House.2","House.4","House.2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"6559","Velachery",1803,108,3,2,5,"Family","No","Commercial","NoSewr ","Gravel","I",4.06,161765,14705880,5110,360.6,5455880,"3","3","1","Velachery.Commercial","Commercial.3","Commercial.5","Commercial.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"6857","Chrompet",1174,95,1,1,3,"Partial","No","Commercial","NoSeWa","Paved","RH",2.49,147794,12316150,4745,391.333333333333,2918930,"2","2","1","Chrompet.Commercial","Commercial.2","Commercial.3","Commercial.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2233","Chrompet",1203,107,2,1,4,"AdjLand","Yes","Commercial","AllPub","NoAccess","RH",3.49,188881,13491500,13870,300.75,3224473,"2","3","2","Chrompet.Commercial","Commercial.2","Commercial.4","Commercial.2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5546","Velachery",1644,70,2,1,4,"Normal Sale","Yes","House","AllPub","NoAccess","RM",3.15,202771,10138550,10950,411,3852649,"3","2","2","Velachery.House","House.3","House.4","House.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2891","KK Nagar",2419,180,4,2,6,"AdjLand","Yes","Others","NoSewr ","Paved","RM",3.22,317913,14450600,7665,403.166666666667,6300465,"4","4","2","KK Nagar.Others","Others.4","Others.6","Others.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"495","Chrompet",760,127,1,1,2,"AbNormal","No","House","AllPub","Gravel","RM",3.23,50321,8386750,6205,380,1937342,"1","3","1","Chrompet.House","House.1","House.2","House.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"440","Karapakkam",1320,57,1,1,3,"AdjLand","Yes","Commercial","NoSeWa","Paved","I",3.45,177144,11071500,2190,440,3166449,"2","2","1","Karapakkam.Commercial","Commercial.2","Commercial.3","Commercial.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3779","KK Nagar",1317,3,1,1,3,"Family","No","Commercial","NoSeWa","Gravel","RH",3.86,221643,11665400,3650,439,5471073,"2","1","1","KK Nagar.Commercial","Commercial.2","Commercial.3","Commercial.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1518","Karapakkam",1555,113,2,2,4,"Normal Sale","No","Commercial","NoSewr ","NoAccess","A",3.04,139928,8745500,13870,388.75,2816051,"3","3","2","Karapakkam.Commercial","Commercial.3","Commercial.4","Commercial.2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2221","Chrompet",1238,178,2,1,4,"AbNormal","No","Others","NoSeWa","Gravel","RH",3.4,157391,9258310,14235,309.5,2407157,"2","4","2","Chrompet.Others","Others.2","Others.4","Others.2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"3110","Karapakkam",1188,97,1,1,3,"AdjLand","No","Commercial","ELO","Paved","RH",2.68,186905,9345250,12775,396,3130661,"2","2","2","Karapakkam.Commercial","Commercial.2","Commercial.3","Commercial.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1366","KK Nagar",2031,74,3,2,5,"AdjLand","Yes","Others","NoSeWa","Paved","RH",3.44,190050,11878140,5840,406.2,4679988,"4","2","1","KK Nagar.Others","Others.4","Others.5","Others.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1503","T Nagar",1634,65,1,1,4,"AbNormal","Yes","House","NoSeWa","Gravel","RM",2.975,147704,13427670,11315,408.5,4377416,"3","2","2","T Nagar.House","House.3","House.4","House.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"6136","Adyar",693,84,1,1,2,"AbNormal","No","Others","NoSeWa","Gravel","C",3.87,81143,6241800,7300,346.5,2215835,"1","2","1","Adyar.Others","Others.1","Others.2","Others.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"5400","KK Nagar",2263,87,4,2,6,"Partial","No","House","AllPub","Paved","RL",3.56,110507,11050660,4745,377.166666666667,3790373,"4","2","1","KK Nagar.House","House.4","House.6","House.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"7026","Karapakkam",500,111,1,1,2,"Family","Yes","Commercial","ELO","Gravel","I",2.95,72746,6613250,8395,250,2393999,"1","3","2","Karapakkam.Commercial","Commercial.1","Commercial.2","Commercial.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6835","Chrompet",1195,49,1,1,3,"AbNormal","Yes","Commercial","NoSeWa","Paved","RL",4.59,220271,14684750,1825,398.333333333333,3656507,"2","1","1","Chrompet.Commercial","Commercial.2","Commercial.3","Commercial.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2377","Karapakkam",1627,8,2,2,4,"AdjLand","No","House","AllPub","NoAccess","C",3.23,127150,6054750,14235,406.75,2361355,"3","1","2","Karapakkam.House","House.3","House.4","House.2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1146","Anna Nagar",1863,132,2,1,5,"Partial","Yes","Others","AllPub","Paved","RM",3.235,90496,15082700,10220,372.6,4298572,"3","3","2","Anna Nagar.Others","Others.3","Others.5","Others.2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"335","T Nagar",1756,12,1,1,4,"Partial","No","House","NoSeWa","Gravel","RL",4.325,133029,12093570,11315,439,4486716,"3","1","2","T Nagar.House","House.3","House.4","House.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4598","Anna Nagar",1822,195,2,1,5,"Normal Sale","Yes","Commercial","AllPub","NoAccess","RM",4.325,172502,21562790,4380,364.4,6770717,"3","4","1","Anna Nagar.Commercial","Commercial.3","Commercial.5","Commercial.2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"5497","Karapakkam",677,178,1,1,2,"Family","Yes","Commercial","NoSewr ","NoAccess","C",4.38,67599,5633250,17155,338.5,2551860,"1","4","3","Karapakkam.Commercial","Commercial.1","Commercial.2","Commercial.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4116","KK Nagar",2079,102,3,2,5,"Partial","No","Others","NoSeWa","Paved","RH",3.14,177966,10468580,3650,415.8,4417740,"4","3","1","KK Nagar.Others","Others.4","Others.5","Others.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"73","Velachery",1724,116,2,1,4,"AbNormal","Yes","House","ELO","NoAccess","RL",2.54,152260,8956480,19710,431,3376591,"3","3","3","Velachery.House","House.3","House.4","House.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"4105","Chrompet",757,155,1,1,2,"AdjLand","Yes","Others","ELO","NoAccess","RM",3.74,132822,8854790,5110,378.5,2364228,"1","4","1","Chrompet.Others","Others.1","Others.2","Others.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4559","Anna Nagar",1538,48,1,1,4,"AbNormal","No","Others","AllPub","Paved","RM",3.665,225082,12504530,15330,384.5,3826387,"3","1","3","Anna Nagar.Others","Others.3","Others.4","Others.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"5848","Adyar",798,148,1,1,2,"Partial","No","Others","ELO","Paved","I",3.77,50804,6350490,9490,399,1936898,"1","3","2","Adyar.Others","Others.1","Others.2","Others.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1145","Karapakkam",847,36,1,1,2,"Family","Yes","House","NoSeWa","NoAccess","RM",2.96,122652,6814000,10950,423.5,2453040,"1","1","2","Karapakkam.House","House.1","House.2","House.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"5105","Chrompet",1022,170,1,1,3,"AdjLand","Yes","Commercial","NoSewr ","NoAccess","RM",3.35708528967057,81241,13540150,6205,340.666666666667,3127777,"2","4","1","Chrompet.Commercial","Commercial.2","Commercial.3","Commercial.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3262","Anna Nagar",1983,46,2,1,5,"Normal Sale","Yes","Commercial","NoSewr ","NoAccess","RM",3.39,360312,22519520,7665,396.6,6845937,"3","1","2","Anna Nagar.Commercial","Commercial.3","Commercial.5","Commercial.2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"4713","Karapakkam",1670,69,2,2,4,"Partial","Yes","Commercial","AllPub","NoAccess","RH",2.57,165561,11825750,16425,417.5,5061426,"3","2","3","Karapakkam.Commercial","Commercial.3","Commercial.4","Commercial.2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2528","KK Nagar",2398,54,4,2,6,"AdjLand","Yes","Commercial","NoSewr ","Paved","RL",3.66,371776,19567180,6935,399.666666666667,6535435,"4","2","1","KK Nagar.Commercial","Commercial.4","Commercial.6","Commercial.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"6076","Adyar",846,77,1,1,3,"Family","No","Commercial","NoSeWa","Paved","A",3.13,92681,8425520,10220,282,2822552,"1","2","2","Adyar.Commercial","Commercial.1","Commercial.3","Commercial.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3320","Karapakkam",712,67,1,1,2,"AbNormal","No","Commercial","NoSewr ","Gravel","RH",2.69,147595,7379750,10585,356,2472214,"1","2","2","Karapakkam.Commercial","Commercial.1","Commercial.2","Commercial.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"6025","Chrompet",1012,63,1,1,3,"AbNormal","Yes","House","NoSewr ","Paved","RH",2.41,116646,8331850,9855,337.333333333333,2216274,"2","2","2","Chrompet.House","House.2","House.3","House.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"522","KK Nagar",2033,99,3,2,5,"AbNormal","Yes","Others","NoSeWa","Paved","RM",3.83,162875,12528840,10585,406.6,4109456,"4","2","2","KK Nagar.Others","Others.4","Others.5","Others.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"6308","KK Nagar",1900,87,3,2,5,"Partial","Yes","Commercial","NoSewr ","Paved","RM",2.89,394428,16434500,9125,380,7346226,"3","2","2","KK Nagar.Commercial","Commercial.3","Commercial.5","Commercial.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"909","T Nagar",1503,64,1,1,4,"Family","Yes","Commercial","AllPub","Gravel","RH",3.52,287650,17978100,12775,375.75,5465341,"3","2","2","T Nagar.Commercial","Commercial.3","Commercial.4","Commercial.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2299","Chrompet",714,109,1,1,2,"AbNormal","No","House","AllPub","Gravel","RM",3.39,73723,8191450,6935,357,2432857,"1","3","1","Chrompet.House","House.1","House.2","House.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2579","Karapakkam",1679,93,2,2,4,"AbNormal","No","Commercial","AllPub","NoAccess","A",4.25,221122,10051000,4380,419.75,3115810,"3","2","1","Karapakkam.Commercial","Commercial.3","Commercial.4","Commercial.2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"4493","KK Nagar",2041,125,3,2,5,"Family","Yes","Commercial","NoSeWa","Paved","RM",2.45,361706,17224100,9125,408.2,5942318,"4","3","2","KK Nagar.Commercial","Commercial.4","Commercial.5","Commercial.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"3895","Chrompet",1180,16,1,1,3,"Partial","No","Others","NoSeWa","Gravel","RH",3.44,44449,8889850,9855,393.333333333333,2684734,"2","1","2","Chrompet.Others","Others.2","Others.3","Others.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"6723","Chrompet",724,36,1,1,2,"Family","No","Others","ELO","Paved","RL",3.72,84417,7034730,9855,362,1920480,"1","1","2","Chrompet.Others","Others.1","Others.2","Others.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4352","T Nagar",1929,180,2,1,5,"AdjLand","No","House","AllPub","Paved","RH",3.735,184531,13180810,2920,385.8,4929619,"3","4","1","T Nagar.House","House.3","House.5","House.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"5773","Chrompet",759,50,1,1,2,"Family","No","Others","AllPub","NoAccess","RM",2.83,88466,7372180,10585,379.5,1813559,"1","1","2","Chrompet.Others","Others.1","Others.2","Others.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2788","Chrompet",1104,90,1,1,3,"Partial","No","House","NoSewr ","Gravel","RM",4.13,66312,9473200,7300,368,2624076,"2","2","1","Chrompet.House","House.2","House.3","House.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1114","Velachery",1677,199,2,1,4,"AdjLand","Yes","House","NoSeWa","Gravel","A",3.98,132888,8859220,7665,419.25,3162738,"3","4","2","Velachery.House","House.3","House.4","House.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"5193","Karapakkam",1459,10,2,2,4,"AdjLand","Yes","Others","NoSeWa","NoAccess","RL",3.71,222484,8899375,12045,364.75,4227205,"2","1","2","Karapakkam.Others","Others.2","Others.4","Others.2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"951","Karapakkam",1143,49,1,1,3,"AbNormal","Yes","House","NoSeWa","NoAccess","C",3.7,63366,5280500,13140,381,2154444,"2","1","2","Karapakkam.House","House.2","House.3","House.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3544","Chrompet",1209,148,2,1,4,"Family","Yes","Commercial","AllPub","Gravel","RH",4.1,148788,14878750,1825,302.25,4433868,"2","3","1","Chrompet.Commercial","Commercial.2","Commercial.4","Commercial.2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"844","KK Nagar",2455,122,4,2,6,"Normal Sale","No","Commercial","AllPub","Gravel","RM",3.8,341073,20063100,1825,409.166666666667,9008334,"4","3","1","KK Nagar.Commercial","Commercial.4","Commercial.6","Commercial.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"7011","Velachery",1514,73,2,1,4,"Normal Sale","Yes","House","NoSewr ","Paved","A",3.71,90523,7543620,9490,378.5,2806228,"3","2","2","Velachery.House","House.3","House.4","House.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2620","Velachery",1721,174,2,1,4,"AbNormal","No","Commercial","NoSewr ","Gravel","RM",3.72,237383,15825560,6570,430.25,5934581,"3","4","1","Velachery.Commercial","Commercial.3","Commercial.4","Commercial.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"3403","KK Nagar",1917,113,3,2,5,"Partial","No","Others","NoSewr ","Gravel","RM",3.47,284350,11847900,2920,383.4,5189377,"3","3","1","KK Nagar.Others","Others.3","Others.5","Others.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"6065","KK Nagar",2207,39,3,2,5,"Family","No","House","NoSeWa","Gravel","RH",3.08,92944,10327100,9125,441.4,4182472,"4","1","2","KK Nagar.House","House.4","House.5","House.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"3291","Anna Nagar",1744,155,1,1,4,"Family","No","Commercial","ELO","Paved","RH",2.805,144926,18115790,11680,436,6340526,"3","4","2","Anna Nagar.Commercial","Commercial.3","Commercial.4","Commercial.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"681","Adyar",626,27,1,1,2,"AdjLand","No","Others","AllPub","Gravel","RL",3.59,16346,8173180,11680,313,2958689,"1","1","2","Adyar.Others","Others.1","Others.2","Others.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"342","Chrompet",723,8,1,1,2,"Family","No","Others","AllPub","Gravel","RM",3.95,77813,8645860,6205,361.5,2256569,"1","1","1","Chrompet.Others","Others.1","Others.2","Others.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"6726","Karapakkam",1089,160,1,1,3,"Partial","Yes","House","ELO","Gravel","RL",4.36,109707,8439000,2190,363,2388237,"2","4","1","Karapakkam.House","House.2","House.3","House.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"5075","Anna Nagar",1838,31,2,1,5,"AdjLand","Yes","Commercial","ELO","NoAccess","RH",3.15,298461,19897420,13140,367.6,5133531,"3","1","2","Anna Nagar.Commercial","Commercial.3","Commercial.5","Commercial.2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"448","KK Nagar",1668,14,2,1,4,"AbNormal","No","House","AllPub","Gravel","RL",4.08,231026,10044620,4015,417,4660700,"3","1","1","KK Nagar.House","House.3","House.4","House.2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"6779","T Nagar",1914,136,2,1,5,"Family","No","Others","AllPub","NoAccess","RM",4.31,144569,14456880,2920,382.8,3917819,"3","3","1","T Nagar.Others","Others.3","Others.5","Others.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"3576","Adyar",789,197,1,1,2,"AdjLand","Yes","Commercial","ELO","NoAccess","RH",2.99,74093,10584775,9125,394.5,3789347,"1","4","2","Adyar.Commercial","Commercial.1","Commercial.2","Commercial.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"486","KK Nagar",1577,22,2,1,4,"Family","No","Commercial","NoSewr ","Gravel","RH",3.31,172606,13277420,4015,394.25,4832977,"3","1","1","KK Nagar.Commercial","Commercial.3","Commercial.4","Commercial.2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"3621","Velachery",1587,21,2,1,4,"Partial","Yes","House","ELO","Paved","I",4.56,163135,8586060,8395,396.75,2790469,"3","1","2","Velachery.House","House.3","House.4","House.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1259","Adyar",1054,59,1,1,3,"Normal Sale","No","Others","NoSewr ","NoAccess","I",3.53,15480,7740080,4380,351.333333333333,2174958,"2","2","1","Adyar.Others","Others.2","Others.3","Others.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
