"","AREA","INT_SQFT","DIST_MAINROAD","N_BEDROOM","N_BATHROOM","N_ROOM","SALE_COND","PARK_FACIL","BUILDTYPE","UTILITY_AVAIL","STREET","MZZONE","QS_OVERALL","COMMIS","SALES_PRICE","total_yrs","avg_sqft","oth_chgs","bin_insq","bin_dist","bin_ttl_yrs","ARBT","INBT","TRBT","BRBT","Chrompet.2","Karapakkam.2","Adyar.3","Chrompet.3","Karapakkam.3","KK Nagar.3","Adyar.4","Anna Nagar.4","Chrompet.4","Karapakkam.4","KK Nagar.4","T Nagar.4","Velachery.4","Anna Nagar.5","KK Nagar.5","T Nagar.5","Velachery.5","KK Nagar.6","2.2","3.2","1.3","2.3","3.3","1.4","2.4","3.4","1.5","2.5","3.5","2.6","3.6"
"3326","Velachery",1906,6,3,2,5,"Family","No","Others","NoSewr ","Gravel","C",3.32,117624,9047980,19710,381.2,2642007,"3","1","3","Velachery.Others","Others.3","Others.5","Others.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"3328","Chrompet",865,33,1,1,3,"AbNormal","No","Commercial","AllPub","Gravel","RH",3.55,130164,10847000,8760,288.333333333333,3351723,"1","1","2","Chrompet.Commercial","Commercial.1","Commercial.3","Commercial.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3330","T Nagar",1520,197,1,1,4,"AbNormal","Yes","Commercial","ELO","Paved","RH",4.325,244197,17442610,15695,380,6366555,"3","4","3","T Nagar.Commercial","Commercial.3","Commercial.4","Commercial.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"3336","Chrompet",779,35,1,1,2,"Normal Sale","Yes","House","NoSeWa","Gravel","RM",2.8,36037,9009200,10220,389.5,2387440,"1","1","2","Chrompet.House","House.1","House.2","House.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3337","Velachery",1789,98,2,1,4,"AdjLand","Yes","Others","NoSeWa","Gravel","RM",2.88,251289,12564470,11315,447.25,3756780,"3","2","2","Velachery.Others","Others.3","Others.4","Others.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"3340","Chrompet",887,95,1,1,3,"AbNormal","No","Commercial","NoSeWa","Paved","RH",3.79,156176,10411700,6570,295.666666666667,2592512,"1","2","1","Chrompet.Commercial","Commercial.1","Commercial.3","Commercial.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3344","KK Nagar",1997,135,3,2,5,"Family","Yes","Others","AllPub","Paved","RM",3.63,205881,12867540,3650,399.4,4606584,"3","3","1","KK Nagar.Others","Others.3","Others.5","Others.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"3345","Anna Nagar",1933,118,2,1,5,"AdjLand","Yes","Commercial","ELO","Gravel","RH",3.795,130857,21809430,14235,386.6,6804546,"3","3","2","Anna Nagar.Commercial","Commercial.3","Commercial.5","Commercial.2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"3350","Anna Nagar",1703,45,1,1,4,"AdjLand","Yes","Commercial","NoSeWa","Gravel","RM",4.585,301629,21544930,6935,425.75,6506571,"3","1","1","Anna Nagar.Commercial","Commercial.3","Commercial.4","Commercial.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"3351","T Nagar",1812,129,2,1,5,"AbNormal","Yes","Others","NoSewr ","Paved","RL",4.4,117100,14637520,10220,362.4,4596184,"3","3","2","T Nagar.Others","Others.3","Others.5","Others.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"3358","Anna Nagar",1639,80,1,1,4,"Normal Sale","Yes","House","ELO","NoAccess","RH",3.71,203998,11333220,5840,409.75,3467965,"3","2","1","Anna Nagar.House","House.3","House.4","House.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"3360","T Nagar",1900,113,2,1,5,"Family","Yes","Commercial","NoSeWa","Gravel","RL",3.545,266235,22186250,5475,380,8253285,"3","3","1","T Nagar.Commercial","Commercial.3","Commercial.5","Commercial.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"3361","Karapakkam",698,110,1,1,2,"Normal Sale","Yes","House","ELO","NoAccess","A",3.44,42221,3247750,16425,349,977573,"1","3","3","Karapakkam.House","House.1","House.2","House.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3362","Chrompet",1033,49,1,1,3,"Family","No","House","NoSeWa","Gravel","RH",4.24,48668,8111250,5475,344.333333333333,2384708,"2","1","1","Chrompet.House","House.2","House.3","House.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3367","Anna Nagar",1698,9,1,1,4,"AbNormal","No","Others","AllPub","Paved","RM",2.645,110028,13753510,4015,424.5,4813725,"3","1","1","Anna Nagar.Others","Others.3","Others.4","Others.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3369","Anna Nagar",1680,61,1,1,4,"Family","No","Others","AllPub","Gravel","RL",3.63,173772,13367060,6570,420,3662577,"3","2","1","Anna Nagar.Others","Others.3","Others.4","Others.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"3371","Karapakkam",1030,152,1,1,3,"Partial","No","Others","ELO","Paved","I",3.06,56548,5140750,15330,343.333333333333,1953487,"2","4","3","Karapakkam.Others","Others.2","Others.3","Others.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3375","KK Nagar",2322,40,4,2,6,"Family","No","Commercial","AllPub","Gravel","RH",3.13,266856,17790400,3650,387,6030942,"4","1","1","KK Nagar.Commercial","Commercial.4","Commercial.6","Commercial.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"3380","Velachery",1545,65,2,1,4,"Partial","No","Others","ELO","NoAccess","A",3.05,78972,6074780,10585,386.25,1773834,"3","2","2","Velachery.Others","Others.3","Others.4","Others.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3381","Karapakkam",1686,15,2,2,4,"Partial","Yes","Commercial","AllPub","NoAccess","A",3.86,168136,10508500,10950,421.5,3667471,"3","1","2","Karapakkam.Commercial","Commercial.3","Commercial.4","Commercial.2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"3383","Velachery",1997,7,3,2,5,"Family","No","Others","AllPub","Paved","A",2.68,142655,8391470,18615,399.4,3088058,"3","1","3","Velachery.Others","Others.3","Others.5","Others.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"3384","Adyar",878,103,1,1,3,"AdjLand","No","Others","ELO","NoAccess","RM",2.66,51460,8576620,10220,292.666666666667,2675905,"1","3","2","Adyar.Others","Others.1","Others.3","Others.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3386","Karapakkam",521,51,1,1,2,"Partial","No","Others","ELO","NoAccess","A",3.57,25883,2156875,8760,260.5,666476,"1","2","2","Karapakkam.Others","Others.1","Others.2","Others.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3392","Chrompet",734,136,1,1,2,"Family","No","Others","AllPub","NoAccess","RL",3.09,32366,6473180,14600,367,1780121,"1","3","2","Chrompet.Others","Others.1","Others.2","Others.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3397","Adyar",973,4,1,1,3,"Partial","No","Commercial","ELO","NoAccess","RH",4.2,109408,10940805,2555,324.333333333333,3654229,"1","1","1","Adyar.Commercial","Commercial.1","Commercial.3","Commercial.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3408","Chrompet",1244,68,2,1,4,"Family","Yes","Commercial","NoSewr ","NoAccess","RM",3.22,249964,14703750,9125,311,4087645,"2","2","2","Chrompet.Commercial","Commercial.2","Commercial.4","Commercial.2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"3411","Velachery",1942,91,3,2,5,"AdjLand","No","House","AllPub","NoAccess","I",3.81,133576,8905050,9125,388.4,2537944,"3","2","2","Velachery.House","House.3","House.5","House.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"3415","Chrompet",925,93,1,1,3,"Partial","Yes","House","NoSeWa","Paved","RL",3.05,25356,8452000,7300,308.333333333333,2459532,"1","2","1","Chrompet.House","House.1","House.3","House.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3416","Karapakkam",1434,166,2,2,4,"Family","No","House","AllPub","Paved","RH",3.37,84417,7034750,13505,358.5,2363676,"2","4","2","Karapakkam.House","House.2","House.4","House.2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3417","Chrompet",1081,115,1,1,3,"Family","No","House","NoSeWa","Gravel","RM",3.01,71555,8944400,14600,360.333333333333,2486543,"2","3","2","Chrompet.House","House.2","House.3","House.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3418","Chrompet",794,148,1,1,2,"Normal Sale","Yes","Others","AllPub","NoAccess","RM",2.94,61065,8723530,9125,397,2337903,"1","3","2","Chrompet.Others","Others.1","Others.2","Others.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3422","KK Nagar",1731,191,2,1,4,"Normal Sale","No","House","NoSeWa","Gravel","RM",2.76,102563,10256260,8395,432.75,4164038,"3","4","2","KK Nagar.House","House.3","House.4","House.2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3426","Adyar",961,178,1,1,3,"Family","Yes","Others","ELO","NoAccess","I",3.83,85926,7811430,8030,320.333333333333,2616825,"1","4","2","Adyar.Others","Others.1","Others.3","Others.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3429","Karapakkam",1650,140,2,2,4,"AdjLand","No","Commercial","ELO","Gravel","C",3.05,207788,11543750,4745,412.5,3740180,"3","3","1","Karapakkam.Commercial","Commercial.3","Commercial.4","Commercial.2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"3434","Chrompet",1010,23,1,1,3,"Partial","Yes","Others","AllPub","NoAccess","RL",2.24,149225,8777950,9855,336.666666666667,2598269,"2","1","2","Chrompet.Others","Others.2","Others.3","Others.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3435","Chrompet",1011,14,1,1,3,"Normal Sale","No","Commercial","NoSewr ","Paved","RH",2.93,146274,11251850,9855,337,2677938,"2","1","2","Chrompet.Commercial","Commercial.2","Commercial.3","Commercial.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3438","Adyar",1252,177,2,2,4,"Family","Yes","House","NoSeWa","Paved","RH",3.47,123088,9468300,14600,313,3020386,"2","4","2","Adyar.House","House.2","House.4","House.2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3440","Velachery",1729,17,2,1,4,"Normal Sale","Yes","Others","AllPub","Gravel","RH",3.53,100413,11157010,12045,432.25,3514455,"3","1","2","Velachery.Others","Others.3","Others.4","Others.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3441","T Nagar",1717,49,1,1,4,"AdjLand","Yes","Others","AllPub","Paved","RH",3.345,183123,14086360,5475,429.25,3479328,"3","1","1","T Nagar.Others","Others.3","Others.4","Others.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"3444","KK Nagar",1724,107,2,1,4,"Normal Sale","Yes","Commercial","NoSewr ","Paved","RH",4.36,133242,14804680,5110,431,4663473,"3","3","1","KK Nagar.Commercial","Commercial.3","Commercial.4","Commercial.2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3446","Karapakkam",1329,109,1,1,3,"AbNormal","No","Others","ELO","NoAccess","A",3.12,107216,4288625,17885,443,1728314,"2","3","3","Karapakkam.Others","Others.2","Others.3","Others.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3447","Anna Nagar",1634,160,1,1,4,"AbNormal","Yes","Commercial","AllPub","Gravel","RM",3.275,351174,20657270,7665,408.5,6300471,"3","4","2","Anna Nagar.Commercial","Commercial.3","Commercial.4","Commercial.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"3457","Chrompet",1229,10,2,1,4,"Family","No","Commercial","AllPub","Paved","RH",4.32,94231,13461500,3650,307.25,3244222,"2","1","1","Chrompet.Commercial","Commercial.2","Commercial.4","Commercial.2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3459","Anna Nagar",1648,145,1,1,4,"AbNormal","No","Others","NoSewr ","Gravel","RL",4.49,202304,13486940,3650,412,4572074,"3","3","1","Anna Nagar.Others","Others.3","Others.4","Others.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"3461","Velachery",1889,49,3,2,5,"Partial","No","Commercial","NoSewr ","NoAccess","RL",4.61,311580,14837130,10585,377.8,4317606,"3","1","2","Velachery.Commercial","Commercial.3","Commercial.5","Commercial.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"3462","KK Nagar",1527,171,2,1,4,"AbNormal","Yes","House","NoSeWa","Paved","RM",2.88,175099,10299920,5840,381.75,3234172,"3","4","1","KK Nagar.House","House.3","House.4","House.2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"3464","T Nagar",1993,62,2,1,5,"Family","Yes","House","NoSeWa","Paved","RH",3.315,216056,13503490,4380,398.6,4712717,"3","2","1","T Nagar.House","House.3","House.5","House.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"3468","Chrompet",946,45,1,1,3,"Partial","No","House","AllPub","Paved","RL",3.68,70313,7812550,7665,315.333333333333,2179706,"1","1","2","Chrompet.House","House.1","House.3","House.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3470","Anna Nagar",1813,186,2,1,5,"Partial","No","Others","NoSeWa","Paved","RH",3.93,73175,12195890,14600,362.6,3475832,"3","4","2","Anna Nagar.Others","Others.3","Others.5","Others.2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"3472","Anna Nagar",1738,37,1,1,4,"AbNormal","Yes","Commercial","AllPub","Paved","RM",3.21,275529,21194540,4380,434.5,6951810,"3","1","1","Anna Nagar.Commercial","Commercial.3","Commercial.4","Commercial.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"3476","Adyar",1199,190,1,1,3,"AbNormal","No","Others","ELO","Gravel","RH",4.04,19764,9882100,7300,399.666666666667,3577320,"2","4","1","Adyar.Others","Others.2","Others.3","Others.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3479","Anna Nagar",1899,49,2,1,5,"Partial","Yes","House","ELO","NoAccess","RL",3.235,175157,12511230,10585,379.8,4341401,"3","1","2","Anna Nagar.House","House.3","House.5","House.2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"3482","Karapakkam",1037,130,1,1,3,"AbNormal","Yes","Commercial","AllPub","Gravel","A",3.18,186082,8090500,18250,345.666666666667,2588965,"2","3","3","Karapakkam.Commercial","Commercial.2","Commercial.3","Commercial.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3484","Karapakkam",783,174,1,1,2,"Partial","Yes","House","AllPub","Paved","RM",3.62,113628,7101750,17155,391.5,2606340,"1","4","3","Karapakkam.House","House.1","House.2","House.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3488","Karapakkam",1150,103,1,1,3,"Family","No","Others","NoSewr ","NoAccess","C",3.91,56103,5100250,7300,383.333333333333,2029902,"2","3","1","Karapakkam.Others","Others.2","Others.3","Others.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3493","KK Nagar",1719,96,2,1,4,"Partial","Yes","House","NoSeWa","Paved","RM",2.49,95602,10622400,3650,429.75,3154855,"3","2","1","KK Nagar.House","House.3","House.4","House.2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3494","Chrompet",1191,102,1,1,3,"Partial","Yes","Commercial","AllPub","Paved","RH",4.16,93489,13355600,14600,397,3098499,"2","3","2","Chrompet.Commercial","Commercial.2","Commercial.3","Commercial.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3496","Chrompet",1039,28,1,1,3,"AbNormal","Yes","House","AllPub","NoAccess","RL",3.99,69950,8743700,9490,346.333333333333,2037287,"2","1","2","Chrompet.House","House.2","House.3","House.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3499","Adyar",931,195,1,1,3,"Family","No","Commercial","ELO","NoAccess","RH",2.95,21235,10617420,2920,310.333333333333,3461278,"1","4","1","Adyar.Commercial","Commercial.1","Commercial.3","Commercial.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3500","KK Nagar",2062,157,3,2,5,"Normal Sale","Yes","House","AllPub","Paved","RH",3.04,229068,10908000,7300,412.4,4057776,"4","4","1","KK Nagar.House","House.4","House.5","House.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"3502","Karapakkam",1474,144,2,2,4,"Family","No","Others","NoSewr ","Gravel","I",2.76,69080,7675500,9125,368.5,2486867,"2","3","2","Karapakkam.Others","Others.2","Others.4","Others.2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"3503","Karapakkam",968,186,1,1,3,"Partial","No","House","NoSeWa","NoAccess","RL",3,52209,5801000,4380,322.666666666667,2662659,"1","4","1","Karapakkam.House","House.1","House.3","House.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3505","Chrompet",709,48,1,1,2,"Normal Sale","No","House","NoSewr ","Paved","RM",3.58,122823,7676450,5475,354.5,2264553,"1","1","1","Chrompet.House","House.1","House.2","House.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3508","Adyar",1290,108,2,2,4,"AdjLand","No","Others","AllPub","Paved","A",3.85,85456,8545605,9855,322.5,2469682,"2","3","2","Adyar.Others","Others.2","Others.4","Others.2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3509","Karapakkam",558,129,1,1,2,"Family","Yes","Commercial","ELO","Gravel","RL",3.57,156370,7818500,15330,279,3182134,"1","3","3","Karapakkam.Commercial","Commercial.1","Commercial.2","Commercial.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3512","T Nagar",1631,35,1,1,4,"Normal Sale","Yes","Commercial","AllPub","Gravel","RH",2.725,305455,19090950,14600,407.75,6147283,"3","1","2","T Nagar.Commercial","Commercial.3","Commercial.4","Commercial.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"3513","Velachery",1576,169,2,1,4,"Family","Yes","Others","NoSewr ","NoAccess","A",4.2,69661,7740130,8760,394,2856106,"3","4","2","Velachery.Others","Others.3","Others.4","Others.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"3514","Chrompet",1148,82,1,1,3,"AbNormal","Yes","Others","ELO","Gravel","RM",2.78,177196,11074760,10220,382.666666666667,3067708,"2","2","2","Chrompet.Others","Others.2","Others.3","Others.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3521","Chrompet",1044,166,1,1,3,"Family","No","House","AllPub","Paved","RL",3.88,146129,8595800,2920,348,2234912,"2","4","1","Chrompet.House","House.2","House.3","House.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3524","Chrompet",1202,149,2,1,4,"AdjLand","No","Others","AllPub","NoAccess","RM",3.26,73003,10428940,1460,300.5,2701093,"2","3","1","Chrompet.Others","Others.2","Others.4","Others.2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"3526","Karapakkam",1313,35,1,1,3,"AbNormal","No","Commercial","ELO","NoAccess","RM",3.77,137202,10554000,8760,437.666666666667,4221600,"2","1","2","Karapakkam.Commercial","Commercial.2","Commercial.3","Commercial.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3529","Karapakkam",681,198,1,1,2,"Family","Yes","House","AllPub","NoAccess","RM",3.29,64348,6434750,15695,340.5,2959990,"1","4","3","Karapakkam.House","House.1","House.2","House.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3530","Karapakkam",636,35,1,1,2,"AbNormal","No","Others","AllPub","NoAccess","RH",3.21,98842,4706750,9855,318,1369669,"1","1","2","Karapakkam.Others","Others.1","Others.2","Others.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3542","Karapakkam",1229,78,1,1,3,"Partial","Yes","House","AllPub","Gravel","RH",2.22,144351,8019500,7300,409.666666666667,3536604,"2","2","1","Karapakkam.House","House.2","House.3","House.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3543","Adyar",848,125,1,1,3,"AbNormal","No","Others","NoSewr ","Gravel","A",4.43,19855,6618400,7300,282.666666666667,2402479,"1","3","1","Adyar.Others","Others.1","Others.3","Others.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3551","Adyar",658,155,1,1,2,"AdjLand","No","House","AllPub","NoAccess","A",3.17,13439,4479770,6570,329,1626158,"1","4","1","Adyar.House","House.1","House.2","House.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3556","Anna Nagar",1984,160,2,1,5,"AdjLand","No","Others","ELO","Paved","RM",4.1,242964,15185240,9490,396.8,4206312,"3","4","2","Anna Nagar.Others","Others.3","Others.5","Others.2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"3561","Velachery",1884,142,3,2,5,"Family","No","House","NoSeWa","NoAccess","C",2.85,96054,6860970,18615,376.8,2380758,"3","3","3","Velachery.House","House.3","House.5","House.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"3565","Chrompet",1198,73,1,1,3,"Normal Sale","Yes","Commercial","ELO","Paved","RH",3.54,151537,13776050,5475,399.333333333333,3995059,"2","2","1","Chrompet.Commercial","Commercial.2","Commercial.3","Commercial.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3580","T Nagar",1790,82,1,1,4,"AbNormal","Yes","Others","NoSeWa","Paved","RL",2.67,170902,14241820,7665,447.5,3503485,"3","2","2","T Nagar.Others","Others.3","Others.4","Others.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"3588","KK Nagar",2117,133,3,2,5,"AbNormal","Yes","Others","NoSewr ","Paved","RL",2.76,248322,12416100,6570,423.4,4271142,"4","3","1","KK Nagar.Others","Others.4","Others.5","Others.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"3590","Chrompet",942,74,1,1,3,"Normal Sale","No","Others","ELO","Paved","RH",3.34,98372,7567040,9490,314,2209574,"1","2","2","Chrompet.Others","Others.1","Others.3","Others.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3591","Adyar",777,196,1,1,2,"Partial","Yes","Others","NoSeWa","NoAccess","RM",3.31,51103,8517175,9125,388.5,2580706,"1","4","2","Adyar.Others","Others.1","Others.2","Others.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
